,intent,text,seeds,label,is_invalid
3046,balance,how can i check my account balance through mobile banking,how do i check my account balance?,9,
3055,balance,what is my current monetary status,what's my balance?,9,
3073,balance,how can i know the current balance of my account,how do i check my account balance?,9,
3079,balance,can you please confirm your account details so that i can check your account balance for you,how do i check my account balance?,9,X
3111,balance,what is the amount of money i have in my account,what's my balance?,9,
3128,balance,how much money am i worth,how much money do i have?,9,
3136,balance,what is my current financial status,what's my balance?,9,
3139,balance,what is the current amount of funds in my account,what's my balance?,9,
3166,balance,how do you usually check your account balance,how do i check my account balance?,9,
3169,balance,what is the current state of my account balance,what's my balance?,9,
3170,balance,how much money in my account,how much money do i have?,9,
3177,balance,can you please provide me with your account details,how do i check my account balance?,9,
3198,balance,how much cash flow do i have,how much money do i have?,9,
3203,balance,what is the total value of my bank account,how much money do i have?,9,
3204,balance,how do i check the balance in my account,how do i check my account balance?,9,
3209,balance,how much money is in my account,what's my balance?,9,
3210,balance,can you please help me check my account balance,how do i check my account balance?,9,
